article,article_sentiment,article_score
"  Labour says the UK should stay in the single market and customs union for a period after leaving the EU. Floyd Mayweather beats Conor McGregor with a 10th-round stoppage in a fight expected to be the most lucrative in boxing history. Another 40in of rain may fall before the storm subsides midweek, with two people now confirmed dead. Two lorry drivers were held on suspicion of causing death by dangerous driving after eight people died. Notting Hill Carnival will start with a release of doves as a ""small act of remembrance"". England's reign as world champions is ended by a magnificent performance from New Zealand. England's reign as world champions is ended by a magnificent performance from New Zealand. Police said the level of ""gratuitous"" violence used by the attacker ""beggars belief"". Sir Bruce Forsyth's widow Lady Wilnelia says his death has left a ""very big hole"" in her life. Hundreds of thousands rally in Barcelona, carrying banners telling jihadists ""I'm not afraid"". Paul Ryan is the latest Republican to criticise the US president's pardon for the controversial sheriff. A man shouted ""Allahu Akbar"" as he was arrested outside Buckingham Palace, police say. Every year more than one million people descend on the streets of west London to enjoy two days of festivities at the Notting Hill Carnival. The latest breaking and developing stories Original news and exclusive interviews Set a nation to see relevant news",Positive,0.99862397
"After the queues came the recriminations. When supermarket Lidl offered boxes of budget booze, bargain hunters arrived early, lining up across the country in their hundreds, in search of cheap prosecco to toast the bank holiday weekend. But with limited supply and purchase restrictions in place, many intrepid fizz-hunters were left empty-handed and feeling flat. And cross. Some were very cross indeed. Allow Twitter content? This article contains content provided by Twitter. We ask for your permission before anything is loaded, as they may be using cookies and other technologies. You may want to readTwitterâs cookie policy,externalandprivacy policy,externalbefore accepting. To view this content chooseâaccept and continueâ. It seems that the country has now effectively divided into two camps - those who arrived at Lidl early enough to purchase cheap prosecco, and everyone else. The first group can be identified by their characteristic desire to tell anyone who will listen that they bought some prosecco. ""Early bird catches the worm,"" wrote one social media user, sharing a picture of his bounty. Allow Twitter content? This article contains content provided by Twitter. We ask for your permission before anything is loaded, as they may be using cookies and other technologies. You may want to readTwitterâs cookie policy,externalandprivacy policy,externalbefore accepting. To view this content chooseâaccept and continueâ. The second group may display symptoms including regret, confusion and rage. ""Couldn't be more fuming that I sacrificed my Saturday sleep in for Lidl prosecco and they've sold out by 8.07,"" wrote one disappointed shopper on Twitter. ""My weekend is ruined,"" another lamented. Allow Twitter content? This article contains content provided by Twitter. We ask for your permission before anything is loaded, as they may be using cookies and other technologies. You may want to readTwitterâs cookie policy,externalandprivacy policy,externalbefore accepting. To view this content chooseâaccept and continueâ. Allow Twitter content? This article contains content provided by Twitter. We ask for your permission before anything is loaded, as they may be using cookies and other technologies. You may want to readTwitterâs cookie policy,externalandprivacy policy,externalbefore accepting. To view this content chooseâaccept and continueâ. Shoppers claimed stores had sold out as early as 8am, with many complaining that stock was too limited. Many reported that just 20 cases of prosecco were made available to each store with some feeling short changed as a result. ""Misleading of Lidl to promote all month and never mention [the sale was] limited to just twenty cases of cheap prosecco per store,"" one social media user commented, reflecting the mood of many. A spokesperson for Lidl said the deal had been limited ""to ensure as many customers as possible"" could benefit from the offer. ""We have, however, experienced unprecedented demand and sincerely apologise to anyone that hasn't been able to take advantage of the offer on this occasion."" Not everyone was upset by the terms and conditions, however. Allow Twitter content? This article contains content provided by Twitter. We ask for your permission before anything is loaded, as they may be using cookies and other technologies. You may want to readTwitterâs cookie policy,externalandprivacy policy,externalbefore accepting. To view this content chooseâaccept and continueâ. By UGC and Social News team Lidl trumps Waitrose in grocery league UK inflation unexpectedly dips to 2.5% in December South Korea impeached president arrested after investigators scale walls Obesity needs new definition beyond BMI, says global report Red Sea dive-boat survivors accuse authorities of cover up Chris Mason: Political heat map flashes red over Treasury They hired Banksy for Â£50 then painted over his mural 'We sing to them': LA stables turn Noah's Ark for fire rescue animals Fatbergs turned into perfume - inside Britain's bizarre new industrial revolution Almost 100 strikes hit Gaza 'humanitarian zone', BBC Verify analysis suggests LA fire victims fear new housing crisis Trapped in the dark for 35 hours - Red Sea dive-boat survivors tell of terrifying escapes 'Your husband's being tortured, and it's your fault' The classic reality show starring Paris Hilton Can jet setters Paris Hilton and Nicole Richie give up their A-list lifestyles? Explore the brilliant mind of Socrates Naomi Alderman investigates notable thinkers with stories which celebrate the human mind The legendary manager's stunning career Friends and foes on the incredible career of Sir Alex Ferguson, Britain's most decorated football manager How is John planning for his retirement? Majestic Mad Dads, some clownery, blue biros and special flake dust also feature in this episode Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Positive,1.0
"  Labour says the UK should stay in the single market and customs union for a period after leaving the EU. Floyd Mayweather beats Conor McGregor with a 10th-round stoppage in a fight expected to be the most lucrative in boxing history. Another 40in of rain may fall before the storm subsides midweek, with two people now confirmed dead. Two lorry drivers were held on suspicion of causing death by dangerous driving after eight people died. Notting Hill Carnival will start with a release of doves as a ""small act of remembrance"". England's reign as world champions is ended by a magnificent performance from New Zealand. England's reign as world champions is ended by a magnificent performance from New Zealand. Police said the level of ""gratuitous"" violence used by the attacker ""beggars belief"". Sir Bruce Forsyth's widow Lady Wilnelia says his death has left a ""very big hole"" in her life. Hundreds of thousands rally in Barcelona, carrying banners telling jihadists ""I'm not afraid"". Paul Ryan is the latest Republican to criticise the US president's pardon for the controversial sheriff. A man shouted ""Allahu Akbar"" as he was arrested outside Buckingham Palace, police say. Every year more than one million people descend on the streets of west London to enjoy two days of festivities at the Notting Hill Carnival. The latest breaking and developing stories Original news and exclusive interviews Set a nation to see relevant news",Positive,0.9999994
"  Labour says the UK should stay in the single market and customs union for a period after leaving the EU. Floyd Mayweather beats Conor McGregor with a 10th-round stoppage in a fight expected to be the most lucrative in boxing history. Another 40in of rain may fall before the storm subsides midweek, with two people now confirmed dead. Two lorry drivers were held on suspicion of causing death by dangerous driving after eight people died. Notting Hill Carnival will start with a release of doves as a ""small act of remembrance"". England's reign as world champions is ended by a magnificent performance from New Zealand. England's reign as world champions is ended by a magnificent performance from New Zealand. Police said the level of ""gratuitous"" violence used by the attacker ""beggars belief"". Sir Bruce Forsyth's widow Lady Wilnelia says his death has left a ""very big hole"" in her life. Hundreds of thousands rally in Barcelona, carrying banners telling jihadists ""I'm not afraid"". Paul Ryan is the latest Republican to criticise the US president's pardon for the controversial sheriff. A man shouted ""Allahu Akbar"" as he was arrested outside Buckingham Palace, police say. Every year more than one million people descend on the streets of west London to enjoy two days of festivities at the Notting Hill Carnival. The latest breaking and developing stories Original news and exclusive interviews Set a nation to see relevant news",Negative,0.19595204
"  Labour says the UK should stay in the single market and customs union for a period after leaving the EU. Floyd Mayweather beats Conor McGregor with a 10th-round stoppage in a fight expected to be the most lucrative in boxing history. Another 40in of rain may fall before the storm subsides midweek, with two people now confirmed dead. Notting Hill Carnival will start with a release of doves as a ""small act of remembrance"". Six men and two women died; some of those involved in the collision were visiting from India. England's reign as world champions is ended by a magnificent performance from New Zealand. England's reign as world champions is ended by a magnificent performance from New Zealand. A man shouted ""Allahu Akbar"" as he was arrested outside Buckingham Palace, police say. Police said the level of ""gratuitous"" violence used by the attacker ""beggars belief"". Sir Bruce Forsyth's widow Lady Wilnelia says his death has left a ""very big hole"" in her life. Hundreds of thousands rally in Barcelona, carrying banners telling jihadists ""I'm not afraid"". Paul Ryan is the latest Republican to criticise the US president's pardon for the controversial sheriff. Every year more than one million people descend on the streets of west London to enjoy two days of festivities at the Notting Hill Carnival. The latest breaking and developing stories Original news and exclusive interviews Set a nation to see relevant news",Negative,0.014196876
"  Labour says the UK should stay in the single market and customs union for a period after leaving the EU. Floyd Mayweather beats Conor McGregor with a 10th-round stoppage in a fight expected to be the most lucrative in boxing history. Another 40in of rain may fall before the storm subsides midweek, with two people now confirmed dead. Notting Hill Carnival will start with a release of doves as a ""small act of remembrance"". Six men and two women died; some of those involved in the collision were visiting from India. England's reign as world champions is ended by a magnificent performance from New Zealand. England's reign as world champions is ended by a magnificent performance from New Zealand. A man shouted ""Allahu Akbar"" as he was arrested outside Buckingham Palace, police say. Police said the level of ""gratuitous"" violence used by the attacker ""beggars belief"". Hundreds of thousands rally in Barcelona, carrying banners telling jihadists ""I'm not afraid"". Paul Ryan is the latest Republican to criticise the US president's pardon for the controversial sheriff. British number one Andy Murray pulls out of the US Open with a hip injury, saying it is ""too sore for me to win the tournament"". Every year more than one million people descend on the streets of west London to enjoy two days of festivities at the Notting Hill Carnival. The latest breaking and developing stories Original news and exclusive interviews Set a nation to see relevant news",Negative,3.9621963e-07
"  Labour says the UK should stay in the single market and customs union for a period after leaving the EU. Floyd Mayweather beats Conor McGregor with a 10th-round stoppage in a fight expected to be the most lucrative in boxing history. Another 40in of rain may fall before the storm subsides midweek, with two people now confirmed dead. Notting Hill Carnival will start with a release of doves as a ""small act of remembrance"". Six men and two women died; some of those involved in the collision were visiting from India. England's reign as world champions is ended by a magnificent performance from New Zealand. England's reign as world champions is ended by a magnificent performance from New Zealand. A man shouted ""Allahu Akbar"" as he was arrested outside Buckingham Palace, police say. Police said the level of ""gratuitous"" violence used by the attacker ""beggars belief"". Hundreds of thousands rally in Barcelona, carrying banners telling jihadists ""I'm not afraid"". Paul Ryan is the latest Republican to criticise the US president's pardon for the controversial sheriff. British number one Andy Murray pulls out of the US Open with a hip injury, saying it is ""too sore for me to win the tournament"". Every year more than one million people descend on the streets of west London to enjoy two days of festivities at the Notting Hill Carnival. The latest breaking and developing stories Original news and exclusive interviews Set a nation to see relevant news",Positive,0.9946255
"  Labour says the UK should stay in the single market and customs union for a period after leaving the EU. Floyd Mayweather beats Conor McGregor with a 10th-round stoppage in a fight expected to be the most lucrative in boxing history. Another 40in of rain may fall before the storm subsides midweek, with two people now confirmed dead. Notting Hill Carnival will start with a release of doves as a ""small act of remembrance"". Six men and two women died; some of those involved in the collision were visiting from India. England's reign as world champions is ended by a magnificent performance from New Zealand. A man shouted ""Allahu Akbar"" as he was arrested outside Buckingham Palace, police say. A man shouted ""Allahu Akbar"" as he was arrested outside Buckingham Palace, police say. Police said the level of ""gratuitous"" violence used by the attacker ""beggars belief"". Four of the jurors from the longest trial in criminal history tell how it is still affecting them. Hundreds of thousands rally in Barcelona, carrying banners telling jihadists ""I'm not afraid"". Paul Ryan is the latest Republican to criticise the US president's pardon for the controversial sheriff. British number one Andy Murray pulls out of the US Open with a hip injury, saying it is ""too sore for me to win the tournament"". Every year more than one million people descend on the streets of west London to enjoy two days of festivities at the Notting Hill Carnival. The latest breaking and developing stories Original news and exclusive interviews Set a nation to see relevant news",Negative,1.8769175e-05
"  Labour says the UK should stay in the single market and customs union for a period after leaving the EU. Floyd Mayweather beats Conor McGregor with a 10th-round stoppage in a fight expected to be the most lucrative in boxing history. Governor Greg Abbott says that another 40in of rain could fall before the storm subsides midweek. Notting Hill Carnival will start with a release of doves as a ""small act of remembrance"". Six men and two women died; police said some of those involved in the collision were from India. England's reign as world champions is ended by a magnificent performance from New Zealand. A man shouted ""Allahu Akbar"" as he was arrested outside Buckingham Palace, police say. A man shouted ""Allahu Akbar"" as he was arrested outside Buckingham Palace, police say. Police said the level of ""gratuitous"" violence used by the attacker ""beggars belief"". Hundreds of thousands rally in Barcelona, carrying banners telling jihadists ""I'm not afraid"". Paul Ryan is the latest Republican to criticise the US president's pardon for the controversial sheriff. Four of the jurors from the longest trial in criminal history tell how it is still affecting them. British number one Andy Murray pulls out of the US Open with a hip injury, saying it is ""too sore for me to win the tournament"". Every year more than one million people descend on the streets of west London to enjoy two days of festivities at the Notting Hill Carnival. The latest breaking and developing stories Original news and exclusive interviews Set a nation to see relevant news",Positive,0.51303416
"  Labour says the UK should stay in the single market and customs union for a period after leaving the EU. Floyd Mayweather beats Conor McGregor with a 10th-round stoppage in a fight expected to be the most lucrative in boxing history. Governor Greg Abbott says that another 40in of rain could fall before the storm subsides midweek. Notting Hill Carnival will start with a release of doves as a ""small act of remembrance"". Six men and two women died; police said some of those involved in the collision were from India. England's reign as world champions is ended by a magnificent performance from New Zealand. A man shouted ""Allahu Akbar"" as he was arrested outside Buckingham Palace, police say. A man shouted ""Allahu Akbar"" as he was arrested outside Buckingham Palace, police say. Police said the level of ""gratuitous"" violence used by the attacker ""beggars belief"". Hundreds of thousands rally in Barcelona, carrying banners telling jihadists ""I'm not afraid"". Paul Ryan is the latest Republican to criticism the US president's pardon for the controversial sheriff. Four of the jurors from the longest trial in criminal history tell how it is still affecting them. British number one Andy Murray pulls out of the US Open with a hip injury, saying it is ""too sore for me to win the tournament"". Every year more than one million people descend on the streets of west London to enjoy two days of festivities at the Notting Hill Carnival. The latest breaking and developing stories Original news and exclusive interviews Set a nation to see relevant news",Positive,0.8007976
"  Labour says the UK should stay in the single market and customs union for a period after leaving the EU. Floyd Mayweather beats Conor McGregor with a 10th-round stoppage in a fight expected to be the most lucrative in boxing history. Governor Greg Abbott says that another 40in of rain could fall before the storm subsides midweek. Notting Hill Carnival will start with a release of doves as a ""small act of remembrance"". Six men and two women died; police said some of those involved in the collision were from India. England's reign as world champions is ended by a magnificent performance from New Zealand. A man shouted ""Allahu Akbar"" as he was arrested outside Buckingham Palace, police say. A man shouted ""Allahu Akbar"" as he was arrested outside Buckingham Palace, police say. Police said the level of ""gratuitous"" violence used by the attacker ""beggars belief"". Hundreds of thousands rally in Barcelona, carrying banners telling jihadists ""I'm not afraid"". Paul Ryan is the latest Republican to criticism the US president's pardon for the controversial sheriff. Four of the jurors from the longest trial in criminal history tell how it is still affecting them. British number one Andy Murray pulls out of the US Open with a hip injury, saying it is ""too sore for me to win the tournament"". Every year more than one million people descend on the streets of west London to enjoy two days of festivities at the Notting Hill Carnival. The latest breaking and developing stories Original news and exclusive interviews Set a nation to see relevant news",Positive,1.0
"  Labour says the UK should stay in the single market and customs union for a period after leaving the EU. Floyd Mayweather beats Conor McGregor with a 10th-round stoppage in a fight expected to be the most lucrative in boxing history. Governor Greg Abbott says that another 40in of rain could fall before the storm subsides midweek. Notting Hill Carnival will start with a release of doves as a ""small act of remembrance"". Two lorry drivers are arrested after a crash in which six men and two women in a minibus were killed. England's reign as world champions is ended by a magnificent performance from New Zealand. A man shouted ""Allahu Akbar"" as he was arrested outside Buckingham Palace, police say. A man shouted ""Allahu Akbar"" as he was arrested outside Buckingham Palace, police say. Police said the level of ""gratuitous"" violence used by the attacker ""beggars belief"". Hundreds of thousands rally in Barcelona, carrying banners telling jihadists ""I'm not afraid"". Paul Ryan is the latest Republican to criticism the US president's pardon for the controversial sheriff. Four of the jurors from the longest trial in criminal history tell how it is still affecting them. British number one Andy Murray pulls out of the US Open with a hip injury, saying it is ""too sore for me to win the tournament"". Every year more than one million people descend on the streets of west London to enjoy two days of festivities at the Notting Hill Carnival. The latest breaking and developing stories Original news and exclusive interviews Set a nation to see relevant news",Positive,0.8491336
"  Labour says the UK should stay in the single market and customs union for a period after leaving the EU. Floyd Mayweather beats Conor McGregor with a 10th-round stoppage in a fight expected to be the most lucrative in boxing history. Governor Greg Abbott says that another 40in of rain could fall before the storm subsides midweek. Notting Hill Carnival will start with a release of doves as a ""small act of remembrance"". Two lorry drivers are arrested after a crash in which six men and two women in a minibus were killed. England's reign as world champions is ended by a magnificent performance from New Zealand. A man shouted ""Allahu Akbar"" as he was arrested outside Buckingham Palace, police say. A man shouted ""Allahu Akbar"" as he was arrested outside Buckingham Palace, police say. Police said the level of ""gratuitous"" violence used by the attacker ""beggars belief"". Hundreds of thousands rally in Barcelona, carrying banners telling jihadists ""I'm not afraid"". Paul Ryan is the latest Republican to criticism the US president's pardon for the controversial sheriff. Four of the jurors from the longest trial in criminal history tell how it is still affecting them. British number one Andy Murray pulls out of the US Open with a hip injury, saying it is ""too sore for me to win the tournament"". Every year more than one million people descend on the streets of west London to enjoy two days of festivities at the Notting Hill Carnival. The latest breaking and developing stories Original news and exclusive interviews Set a nation to see relevant news",Positive,0.9999939
"  Labour says the UK should stay in the single market and customs union for a period after leaving the EU. Floyd Mayweather beats Conor McGregor with a 10th-round stoppage in a fight expected to be the most lucrative in boxing history. Governor Greg Abbott says that another 40in of rain could fall before the storm subsides midweek. Notting Hill Carnival will start with a release of doves as a ""small act of remembrance"". Two lorry drivers are arrested after a crash in which six men and two women in a minibus were killed. England's reign as world champions is ended by a magnificent performance from New Zealand. A man shouted ""Allahu Akbar"" as he was arrested outside Buckingham Palace, police say. A man shouted ""Allahu Akbar"" as he was arrested outside Buckingham Palace, police say. Police said the level of ""gratuitous"" violence used by the attacker ""beggars belief"". Hundreds of thousands rally in Barcelona, carrying banners telling jihadists ""I'm not afraid"". Paul Ryan is the latest Republican to criticism the US president's pardon for the controversial sheriff. Four of the jurors from the longest trial in criminal history tell how it is still affecting them. British number one Andy Murray pulls out of the US Open with a hip injury, saying it is ""too sore for me to win the tournament"". Every year more than one million people descend on the streets of west London to enjoy two days of festivities at the Notting Hill Carnival. The latest breaking and developing stories Original news and exclusive interviews Set a nation to see relevant news",Positive,0.99998665
"Forcecasters are now warning of 'catastrophic flooding' Hurricane Harvey made landfall in Texas late on Friday local time, arriving with life-threatening winds and the risk of severe flooding. Gales of up to 130mph (215 km/h) battered the coast. The hurricane -the worst to hit the US mainland in 13 years- has since been downgraded to a tropical storm, due to decreasing wind speeds, but it is moving slowly. It has left significant damage, with the town of Rockport one of the worst affected. Vehicles and buildings were destroyed at the town's airport.... ...as were several light planes. Rockport was directly hit overnight. The town's mayor had said before the storm hit that anyone staying should write their names and social security numbers on their arms, suggesting they were putting themselves in a high-risk situation. Residents in the coastal city of Corpus Christi experienced a citywide power failure overnight on Friday. On Saturday, they woke up to deserted streets, and scenes of damage that the storm had caused, including house fires. But the town was spared the kind of devastation seen in Rockport. On Friday, before landfall, the sight of the roiling seas drew curious locals and storm-chasers, though most then moved to places of safety. Many people left the city and businesses were boarded up to prevent damage. Authorities now warn of ""catastrophic"" floods in coming days, as torrential rains continue. High rainfall of more than 10 inches has already been seen in several areas. There has been flooding in Galveston. And Port Lavaca. Residents in the city of Houston - the country's fourth-largest city - have been stocking up on essential supplies, leaving supermarket shelves bare. Authorities warn that in the Houston area, the most severe weather is yet to come. Harvey has severely hampered Gulf of Mexico oil production and air travel. About 45% of US oil refining takes place on the Gulf of Mexico coast An oil tank was damaged near Seadrift, a city in Calhoun County. Images posted by Nasa have revealed what the storm looks like from the space. This photo was taken by astronaut Jack Fischer, from the International Space Station. Hurricane Harvey 'will be major disaster' 'Big bad beast' Matthew hammers Florida How do hurricanes form? Video, 00:02:50How do hurricanes form? Pilot flies into storm's eye. Video, 00:00:58Pilot flies into storm's eye Texas college removes Confederate statues UK inflation unexpectedly dips to 2.5% in December South Korea impeached president arrested after investigators scale walls Obesity needs new definition beyond BMI, says global report Red Sea dive-boat survivors accuse authorities of cover up Chris Mason: Political heat map flashes red over Treasury They hired Banksy for Â£50 then painted over his mural 'We sing to them': LA stables turn Noah's Ark for fire rescue animals Fatbergs turned into perfume - inside Britain's bizarre new industrial revolution Almost 100 strikes hit Gaza 'humanitarian zone', BBC Verify analysis suggests LA fire victims fear new housing crisis Trapped in the dark for 35 hours - Red Sea dive-boat survivors tell of terrifying escapes 'Your husband's being tortured, and it's your fault' The classic reality show starring Paris Hilton Can jet setters Paris Hilton and Nicole Richie give up their A-list lifestyles? Explore the brilliant mind of Socrates Naomi Alderman investigates notable thinkers with stories which celebrate the human mind The legendary manager's stunning career Friends and foes on the incredible career of Sir Alex Ferguson, Britain's most decorated football manager How is John planning for his retirement? Majestic Mad Dads, some clownery, blue biros and special flake dust also feature in this episode Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Positive,0.99981683
"  Labour says the UK should stay in the single market and customs union for a period after leaving the EU. Floyd Mayweather beats Conor McGregor with a 10th-round stoppage in a fight expected to be the most lucrative in boxing history. Governor Greg Abbott says that another 40in of rain could fall before the storm subsides midweek. Notting Hill Carnival will start with a release of doves as a ""small act of remembrance"". Two lorry drivers are arrested after a crash in which six men and two women in a minibus were killed. England's reign as world champions is ended by a magnificent performance from New Zealand. A man shouted ""Allahu Akbar"" as he was arrested outside Buckingham Palace, police say. A man shouted ""Allahu Akbar"" as he was arrested outside Buckingham Palace, police say. Police said the level of ""gratuitous"" violence used by the attacker ""beggars belief"". Hundreds of thousands rally in Barcelona, carrying banners telling jihadists ""I'm not afraid"". Paul Ryan is the latest Republican to criticism the US president's pardon for the controversial sheriff. Four of the jurors from the longest trial in criminal history tell how it is still affecting them. British number one Andy Murray pulls out of the US Open with a hip injury, saying it is ""too sore for me to win the tournament"". Every year more than one million people descend on the streets of west London to enjoy two days of festivities at the Notting Hill Carnival. The latest breaking and developing stories Original news and exclusive interviews Set a nation to see relevant news",Positive,0.99999976
"  Labour says the UK should stay in the single market and customs union for a period after leaving the EU. Governor Greg Abbott says that another 40in of rain could fall before the storm subsides midweek. Notting Hill Carnival will start with a release of doves as a ""small act of remembrance"". Two lorry drivers are arrested after a crash in which six men and two women in a minibus were killed. England's reign as world champions is ended by a magnificent performance from New Zealand. A man shouted ""Allahu Akbar"" as he was arrested outside Buckingham Palace, police say. A man shouted ""Allahu Akbar"" as he was arrested outside Buckingham Palace, police say. Police said the level of ""gratuitous"" violence used by the attacker ""beggars belief"". Hundreds of thousands rally in Barcelona, carrying banners telling jihadists ""I'm not afraid"". Paul Ryan is the latest Republican to criticism the US president's pardon for the controversial sheriff. Four of the jurors from the longest trial in criminal history tell how it is still affecting them. British number one Andy Murray pulls out of the US Open with a hip injury, saying it is ""too sore for me to win the tournament"". Every year more than one million people descend on the streets of west London to enjoy two days of festivities at the Notting Hill Carnival. The latest breaking and developing stories Original news and exclusive interviews Set a nation to see relevant news",Positive,1.0
"  Labour says the UK should stay in the single market and customs union for a period after leaving the EU. Governor Greg Abbott says that another 40in of rain could fall before the storm subsides midweek. Notting Hill Carnival will start with a release of doves as a ""small act of remembrance"". Two lorry drivers are arrested after a crash in which six men and two women in a minibus were killed. England's reign as world champions is ended by a magnificent performance from New Zealand. A man shouted ""Allahu Akbar"" as he was arrested outside Buckingham Palace, police say. A man shouted ""Allahu Akbar"" as he was arrested outside Buckingham Palace, police say. Police said the level of ""gratuitous"" violence used by the attacker ""beggars belief"". Hundreds of thousands rally in Barcelona, carrying banners telling jihadists ""I'm not afraid"". Four of the jurors from the longest trial in criminal history tell how it is still affecting them. John Robins and Hannah Gadsby pick up the Edinburgh Comedy award at a ceremony in the city. British number one Andy Murray pulls out of the US Open with a hip injury, saying it is ""too sore for me to win the tournament"". Every year more than one million people descend on the streets of west London to enjoy two days of festivities at the Notting Hill Carnival. The latest breaking and developing stories Original news and exclusive interviews Set a nation to see relevant news",Negative,0.015175816
"According to the Mail on Sunday,external, the prime minister has launched an outspoken war on fat cat bosses - executives whose salaries outstrip the performance of their companies. Writing in the paper, Theresa May accuses them of damaging ""the social fabric"" and emboldening those on the far left who ""advocate state control of industry"". She proposes that if one in five shareholders complain about an executive's pay deal they should be named in a public register - with the risk that investors will take their money elsewhere. But the Mail says the measures are a slimmed down version of wider curbs promised by Mrs May in the past. It claims that Chancellor Philip Hammond vetoed putting workers' representatives on boards. And the prime minister is criticised by one of her own MPs, George Freeman, who accuses her of ""flirting with anti-capitalism"". The lead in the Sunday Times is also concerned with fat cats,external- this time in the education sector. Former Chief Inspector of Schools Sir Michael Wilshaw and Lord Adonis, who used to be a Labour schools minister, are calling for ministers to impose limits on the money earned by academy bosses. The paper says more than 100 of them are receiving more than Â£150,000, the salary paid to the prime minister. And it points out that some of these are overseeing schools where children performed poorly in GCSEs and A-levels. Get news from the BBC in your inbox, each weekday morning,external Photos of the horrific crash on the M1 can be found in many of the papers, including theDaily Star Sunday,externalwhich shows the flattened wreckage of the minibus. A charity worker who was one of the first on the scenetells the Sunday Mirror,externalhow he comforted a five-year-old girl trapped in the wreckage, using his jacket to keep her warm and doing his best to distract her. The Observer believes Labour's new Brexit policy,externalcould transform the debate. It says the party's election manifesto pledge - to retain the benefits of the single market while promising to end freedom of movement - lacked clarity. The paper welcomes Labour's new promise to keep the UK in the single market and customs union during a transitional period, arguing this is the only short-term position that makes sense. It says it is now down to moderate, pragmatic Conservative MPs to rally behind Labour to bring realism to the Brexit process. The Sun on Sunday blames EU negotiators,externalfor a stalemate in the Brexit negotiations. It says it is clear they are determined to make the talks all about Britain's exit bill, before adding that as anyone in any divorce will testify you cannot agree the settlement until you have worked out the terms. It thinks Mrs May needs to bang some heads together by making a strong speech warning Brussels will not get a blank cheque from the UK. The Sunday Express focuses on the background,externalof one of the latest contestants on the Great British Bake Off. Kate Lyon is a health and safety officer, which gives the paper an excuse to delve into all the risks facing budding cooks. Apparently, insurance claims for fires caused by cooking go up markedly while Bake Off is on the air. It leads one insurer to give this advice: ""At the end of the day, a soggy bottom is better than a burnt one."" Daily Express Daily Mail Daily Mirror Daily Star Daily Telegraph Financial Times Guardian Independent Metro Morning Star Sun Times The i Â© 2025 BBC. The BBC is not responsible for the content of external sites.Read about our approach to external linking.",Positive,1.0
"  Labour says the UK should stay in the single market and customs union for a period after leaving the EU. Governor Greg Abbott says that another 40in of rain could fall before the storm subsides midweek. Notting Hill Carnival will start with a release of doves as a ""small act of remembrance"". Two lorry drivers are arrested after a crash in which six men and two women in a minibus were killed. England's reign as world champions is ended by a magnificent performance from New Zealand. A man shouted ""Allahu Akbar"" as he was arrested outside Buckingham Palace, police say. A man shouted ""Allahu Akbar"" as he was arrested outside Buckingham Palace, police say. Police said the level of ""gratuitous"" violence used by the attacker ""beggars belief"". Hundreds of thousands rally in Barcelona, carrying banners telling jihadists ""I'm not afraid"". Four of the jurors from the longest trial in criminal history tell how it is still affecting them. John Robins and Hannah Gadsby pick up the Edinburgh Comedy award at a ceremony in the city. British number one Andy Murray pulls out of the US Open with a hip injury, saying it is ""too sore for me to win the tournament"". Every year more than one million people descend on the streets of west London to enjoy two days of festivities at the Notting Hill Carnival. The latest breaking and developing stories Original news and exclusive interviews Set a nation to see relevant news",Positive,0.8600418
"  Labour says the UK should stay in the single market and customs union for a period after leaving the EU. Governor Greg Abbott says that another 40in of rain could fall before the storm subsides midweek. Locals endure destroyed homes, power cuts and flooding as the storm unleashes its fury. Notting Hill Carnival will start with a release of doves as a ""small act of remembrance"". Two lorry drivers are arrested after a crash in which six men and two women in a minibus were killed. England's reign as world champions is ended by a magnificent performance from New Zealand as the Black Ferns run in seven tries in Belfast. England's reign as world champions is ended by a magnificent performance from New Zealand as the Black Ferns run in seven tries in Belfast. A man shouted ""Allahu Akbar"" as he was arrested outside Buckingham Palace, police say. Four of the jurors from the longest trial in criminal history tell how it is still affecting them. Police said the level of ""gratuitous"" violence used by the attacker ""beggars belief"". Hundreds of thousands rally in Barcelona, carrying banners telling jihadists ""I'm not afraid"". John Robins and Hannah Gadsby pick up the Edinburgh Comedy award at a ceremony in the city. Every year more than one million people descend on the streets of west London to enjoy two days of festivities at the Notting Hill Carnival. The latest breaking and developing stories Original news and exclusive interviews Set a nation to see relevant news",Positive,1.0
"  Labour says the UK should stay in the single market and customs union for a period after leaving the EU. Governor Greg Abbott says that another 40in of rain could fall before the storm subsides midweek. Locals endure destroyed homes, power cuts and flooding as the storm unleashes its fury. Notting Hill Carnival will start with a release of doves as a ""small act of remembrance"". Two lorry drivers are arrested after a crash in which six men and two women in a minibus were killed. England's reign as world champions is ended by a magnificent performance from New Zealand as the Black Ferns run in seven tries in Belfast. England's reign as world champions is ended by a magnificent performance from New Zealand as the Black Ferns run in seven tries in Belfast. A man shouted ""Allahu Akbar"" as he was arrested outside Buckingham Palace, police say. Four of the jurors from the longest trial in criminal history tell how it is still affecting them. Police said the level of ""gratuitous"" violence used by the attacker ""beggars belief"". Hundreds of thousands rally in Barcelona, carrying banners telling jihadists ""I'm not afraid"". John Robins and Hannah Gadsby pick up the Edinburgh Comedy award at a ceremony in the city. Every year more than one million people descend on the streets of west London to enjoy two days of festivities at the Notting Hill Carnival. The latest breaking and developing stories Original news and exclusive interviews Set a nation to see relevant news",Negative,0.023051511
